student_id,first_name,last_name,dob,phone,state,region,beng,eng,math,phy,chem,comp
1023,Diya,Bhardwaj,2006-10-03,3406088356,Chandigarh (UT),South East,52,89,50,94,25,48
1024,Dishani,Dubey,2007-01-20,05648236629,Madhya Pradesh,West,80,10,48,46,36,65
1025,Vedika,Mann,2006-12-28,5777387214,Tripura,South East,91,89,52,21,40,96
1026,Sahil,Chowdhury,2007-03-16,+912003791769,Himachal Pradesh,South East,99,59,73,61,41,28
1027,Neysa,Sankaran,2006-05-09,+916328708317,Delhi,West,95,77,81,86,50,66
1028,Manjari,Tandon,2007-02-10,6872774348,Telangana,South East,40,45,66,19,46,40
1029,Purab,Ganesh,2006-09-08,1223623166,Manipur,North East,69,63,17,36,63,59
1030,Trisha,Master,2007-02-01,+919670546688,Jharkhand,West,38,44,65,72,13,59
1031,Shayak,Sami,2007-01-25,02729806990,Chhattisgarh,South East,64,27,69,33,16,43
1032,Vaibhav,Gade,2006-07-28,05564641708,Bihar,South,38,93,18,93,15,13
1033,Nishith,Chaudhry,2007-03-28,+919232719374,Mizoram,East,87,87,24,30,49,23
1034,Kavya,Arya,2007-05-02,09663193149,Daman and Diu (UT),North East,15,54,78,64,94,57
1035,Darshit,Kulkarni,2007-01-13,00671657262,Uttar Pradesh,South East,44,88,78,71,69,65
1036,Sana,Rajagopalan,2006-08-19,03147379965,Arunachal Pradesh,West,51,33,72,37,55,43
1037,Shlok,Dey,2007-04-13,4808313678,Karnataka,South East,70,92,72,67,12,21
1038,Ritvik,Choudhry,2006-10-11,3495788568,Manipur,South,99,68,44,49,42,39
1039,Fateh,Sen,2006-07-20,01823374989,Lakshadweep (UT),North,34,47,39,56,32,48
1040,Abram,Sathe,2006-11-30,+914008427109,Lakshadweep (UT),West,71,66,53,33,16,42
1041,Anvi,Bhandari,2007-03-22,+916719022941,Karnataka,North,81,63,87,86,89,38
1042,Urvi,Lal,2006-10-01,07496499091,Jammu and Kashmir,South East,37,43,94,20,30,40
1043,Jayant,Majumdar,2006-06-05,+910679740344,Sikkim,North,97,39,43,90,85,94
1044,Zaina,Chaudhary,2006-10-19,+918324210249,Lakshadweep (UT),West,25,69,98,48,99,61
1045,Purab,Krishna,2006-12-02,07190659401,Jharkhand,South East,83,85,12,96,44,83
1046,Arnav,Singh,2007-02-24,+917874296717,Meghalaya,West,52,51,95,23,30,52
1047,Zain,Saran,2006-11-15,06807154516,Tripura,North,94,79,69,62,16,34
1048,Ela,Golla,2007-01-03,07034824771,Arunachal Pradesh,South East,87,40,30,49,80,11
1049,Ishita,Jani,2006-06-12,+911712748467,Tamil Nadu,East,68,80,28,59,34,86
1050,Diya,Shenoy,2007-04-13,+911465840449,Telangana,East,67,78,71,54,52,80
1051,Tarini,Magar,2006-09-30,05339636057,Nagaland,West,94,93,29,73,14,26
1052,Damini,Rajagopal,2006-09-12,+917187026217,Kerala,South,89,98,60,93,20,52
1053,Pari,Varughese,2006-11-30,05780913431,Punjab,North,91,22,66,31,98,48
1054,Aniruddh,Bajaj,2006-09-09,+914556238692,Gujarat,East,20,88,58,89,97,40
1055,Charvi,Manne,2006-07-01,+917474074821,Rajasthan,South,85,48,91,64,98,42
1056,Amani,Uppal,2006-09-01,+916713695944,Arunachal Pradesh,South East,60,45,11,82,97,16
1057,Mahika,Sharma,2006-11-15,03953394210,Madhya Pradesh,West,14,84,56,26,21,47
1058,Shaan,Shenoy,2006-10-15,+913285884247,Lakshadweep (UT),South East,53,24,69,19,28,38
1059,Parinaaz,Sengupta,2007-01-23,08516048175,Kerala,North East,58,91,57,23,96,39
1060,Anaya,Arora,2007-01-02,5931746120,Assam,South,73,24,22,40,78,27
1061,Vidur,Karan,2006-09-28,8692617964,Assam,South East,57,37,66,66,40,56
1062,Divyansh,Sankar,2006-09-26,5064317139,Arunachal Pradesh,North,52,41,26,82,36,18
1063,Tarini,Malhotra,2006-07-26,3352904228,Kerala,East,24,94,13,26,11,55
1064,Vritika,Subramaniam,2006-08-07,5024026811,Tamil Nadu,West,56,75,85,23,67,74
1065,Madhup,Rana,2006-05-23,8470076617,Rajasthan,North,20,51,87,28,18,26
1066,Raghav,Ratta,2007-01-07,8569847896,Dadra and Nagar Haveli (UT),South East,24,93,93,80,37,65
1067,Alisha,Wali,2006-08-03,05766156545,Goa,South East,70,18,21,20,21,65
1068,Divit,Sharma,2007-02-17,02809885165,Punjab,South East,16,46,86,49,55,23
1069,Kashvi,Kulkarni,2006-07-28,+917315851493,Punjab,North East,89,88,96,92,81,13
1070,Mahika,Saha,2007-03-25,4024455022,Orissa,North,28,91,13,21,77,37
1071,Uthkarsh,Kadakia,2006-10-30,02545991022,Bihar,South East,20,44,66,94,64,72
1072,Mahika,Kant,2006-10-14,03815614978,Madhya Pradesh,North,38,60,86,17,10,36
1073,Romil,Cherian,2007-03-01,+914451076226,Uttarakhand,South East,39,74,81,95,55,19
1074,Vivaan,Venkataraman,2007-02-19,+916071596966,Lakshadweep (UT),North,61,12,51,31,89,68
1075,Prisha,Golla,2006-06-10,01369681645,Jharkhand,South,31,19,75,91,24,77
1076,Diya,Chatterjee,2007-04-23,05231243292,Chandigarh (UT),East,90,73,69,82,84,67
1077,Pihu,Wadhwa,2006-12-12,9552717744,Bihar,South,74,19,49,69,67,14
1078,Bhavin,Gour,2007-03-25,01199867980,Rajasthan,North East,93,34,51,87,70,74
1079,Indrajit,Balasubramanian,2006-10-28,+915182037788,Gujarat,South,57,46,59,62,53,96
1080,Kismat,Bal,2007-03-09,5151864492,Manipur,North,84,94,28,54,49,93
1081,Rasha,Saini,2006-10-06,+919148652816,Tripura,South,12,56,49,33,37,53
1082,Tiya,Kibe,2006-07-20,+912214188805,Delhi,North East,58,29,30,33,98,89
1083,Zoya,Zacharia,2006-07-10,7065379473,Uttarakhand,East,49,70,34,57,96,83
1084,Advika,Kashyap,2007-03-01,06886239240,Tamil Nadu,South,80,23,76,25,46,20
1085,Tarini,Buch,2006-08-20,08261375060,Orissa,North East,57,40,59,20,57,38
1086,Aniruddh,Dutta,2007-05-03,+915220472779,Andhra Pradesh,North,12,42,37,29,80,87
1087,Eva,Kakar,2006-06-19,03410369711,Telangana,North East,78,12,90,75,83,40
1088,Saanvi,Bora,2006-08-28,00953962185,Chandigarh (UT),North East,79,74,74,80,12,59
1089,Anaya,Bains,2007-01-08,05405153195,Delhi,North,55,79,53,92,32,97
1090,Anahi,Sarin,2006-11-08,2217043030,Maharashtra,South,75,60,79,70,42,14
1091,Suhana,Sabharwal,2006-07-20,05054156676,Manipur,East,73,98,73,57,76,44
1092,Zaina,Barman,2007-02-13,01692845115,Lakshadweep (UT),South,67,87,64,31,98,66
1093,Stuvan,Kapoor,2006-05-23,5964016582,Arunachal Pradesh,East,87,96,66,14,26,18
1094,Miraan,Sood,2007-01-12,05690927557,Chandigarh (UT),North East,27,77,56,60,50,93
1095,Ranbir,Dash,2006-06-20,+912786814473,Lakshadweep (UT),South East,72,35,25,27,19,67
1096,Jayant,Yogi,2007-02-08,01551884422,Mizoram,North East,38,25,35,27,40,73
1097,Anay,Gole,2006-12-08,5782911467,Uttar Pradesh,West,62,83,19,26,50,92
1098,Devansh,Kar,2006-11-03,8528922680,Daman and Diu (UT),North East,29,48,31,30,51,38
1099,Shray,Lad,2007-04-19,01438424981,Tripura,South East,31,85,84,29,31,94
1100,Misha,Sem,2007-04-22,5900109439,Puducherry (UT),North East,91,13,73,90,79,47
1101,Nayantara,Dora,2006-11-10,+916471027677,Jammu and Kashmir,South,87,28,50,50,54,61
1102,Hansh,Sidhu,2006-09-27,8153714732,Dadra and Nagar Haveli (UT),North,47,59,88,63,41,30
1103,Shaan,Mani,2007-02-11,03278774701,Orissa,North East,68,40,37,84,55,16
1104,Badal,Dhaliwal,2006-11-15,7480162456,Mizoram,North,61,16,82,81,34,56
1105,Ishita,Dhawan,2006-06-04,08784991216,Mizoram,South,81,56,28,35,87,75
1106,Yakshit,Krishna,2006-05-22,+910257872982,Maharashtra,North East,50,30,60,88,48,85
1107,Shayak,Kulkarni,2007-03-24,8794705516,Madhya Pradesh,South East,98,90,13,86,70,43
1108,Neysa,Srinivas,2007-03-04,9309728962,Karnataka,North,83,99,24,34,12,66
1109,Saksham,Kadakia,2006-07-04,03689702838,Maharashtra,South East,71,77,58,50,32,68
1110,Hazel,Garg,2006-12-05,04973348434,Lakshadweep (UT),South East,36,98,72,50,71,54
1111,Jhanvi,Sunder,2007-02-11,04198665240,Lakshadweep (UT),South East,20,54,66,93,42,71
1112,Lakshit,Chaudhuri,2007-03-24,4842199330,Uttar Pradesh,East,91,39,16,22,62,52
1113,Saanvi,Keer,2006-06-15,2082677345,Lakshadweep (UT),South East,17,21,93,83,39,78
1114,Seher,Sengupta,2007-04-02,+912620672400,Madhya Pradesh,North East,87,23,52,46,68,92
1115,Inaaya ,Lala,2006-11-14,+918743152742,Andhra Pradesh,South East,53,47,82,96,34,32
1116,Manjari,Varty,2007-01-10,06851612275,Karnataka,North,43,59,40,67,44,52
1117,Romil,Manne,2007-02-11,0453017426,Tripura,South East,49,98,25,91,47,57
1118,Mannat,Choudhry,2006-07-31,+917279568783,Karnataka,South East,86,20,77,67,77,56
1119,Dhanuk,Manda,2006-06-19,+918839822587,Daman and Diu (UT),South East,36,84,72,21,75,67
1120,Zoya,Bala,2006-10-30,+918679087406,Kerala,North,37,84,19,15,64,54
1121,Rati,Balay,2006-12-03,+911704622656,Rajasthan,West,58,20,97,94,79,27
1122,Neysa,Vasa,2006-09-19,+912868230047,Uttarakhand,West,78,58,39,41,68,54
1123,Indrans,Devi,2006-07-19,1069033119,Assam,West,86,96,16,41,15,61
1124,Advika,Dada,2006-12-02,+910284395995,Karnataka,South,28,94,76,38,62,48
1125,Raghav,Balasubramanian,2006-12-09,2687056856,Puducherry (UT),East,48,58,33,78,70,40
1126,Mamooty,Doctor,2007-04-05,2708668826,Karnataka,South,36,52,92,20,67,57
1127,Divij,Loyal,2007-02-12,+910469901398,Jammu and Kashmir,West,36,52,48,11,37,34
1128,Seher,Bhargava,2007-02-21,03936385467,Uttarakhand,South East,55,49,43,56,75,73
1129,Anahita,Bawa,2007-03-14,7535560932,Arunachal Pradesh,South,80,84,84,63,47,29
1130,Kiaan,Gala,2006-08-04,09378547772,Meghalaya,East,27,79,72,33,79,92
1131,Biju,Lala,2006-05-20,+910062312038,Sikkim,South,17,89,91,95,88,71
1132,Nirvi,Kohli,2006-05-13,+918860084840,Tripura,South East,96,65,32,23,22,77
1133,Indrajit,Dara,2006-07-20,8454615679,Karnataka,South East,38,48,97,20,93,93
1134,Tara,Babu,2006-06-12,06687002176,Manipur,North East,22,77,15,39,37,98
1135,Jiya,Khanna,2006-08-20,+911489025039,Goa,South East,60,19,48,30,82,40
1136,Jiya,Tiwari,2007-04-01,08562185016,Jharkhand,North,53,87,88,86,60,51
1137,Aniruddh,Ravel,2006-08-21,07358662961,Lakshadweep (UT),East,19,20,44,29,58,91
1138,Indrans,Shankar,2006-10-05,05110475412,Chhattisgarh,East,65,67,81,81,75,62
1139,Ehsaan,Arya,2006-06-10,08199560466,Chhattisgarh,South East,81,41,83,76,31,97
1140,Vaibhav,Chad,2006-06-29,04472126464,Tamil Nadu,North,56,42,41,90,73,86
1141,Mannat,Chaudhari,2006-10-31,+912406596575,Punjab,South East,86,27,48,51,87,98
1142,Krish,Khatri,2006-09-06,+916547935646,Mizoram,North,82,35,85,79,33,97
1143,Tiya,Maharaj,2006-05-17,7374167243,Kerala,South East,29,64,58,19,67,86
1144,Anvi,Manne,2006-10-09,8680589113,Meghalaya,East,92,88,15,82,92,96
1145,Neelofar,Iyengar,2007-02-23,06101438889,Jharkhand,West,57,60,69,96,85,98
1146,Damini,Borra,2006-09-17,+917146112545,Sikkim,East,76,71,54,70,22,66
1147,Saira,Sarin,2006-10-29,01401051238,Haryana,North East,30,52,81,64,69,39
1148,Yasmin,Jain,2007-01-06,+912660937966,Andhra Pradesh,South East,37,36,45,18,83,23
1149,Yasmin,Viswanathan,2006-12-01,+915537147859,Nagaland,North East,60,85,24,54,55,68
1150,Miraya,Chadha,2007-03-19,4991251341,Haryana,South,98,28,75,59,63,86
1151,Hiran,Mani,2006-10-03,02782827422,Maharashtra,West,89,16,55,11,72,27
1152,Kartik,Tandon,2006-10-03,8767677219,Arunachal Pradesh,East,47,14,45,38,78,46
1153,Jayan,Sridhar,2006-10-31,7881914858,Assam,South East,66,79,37,64,23,93
1154,Suhana,Dasgupta,2006-08-30,+917451713395,Punjab,East,88,27,36,36,17,82
1155,Stuvan,Lata,2006-08-24,8254494812,Puducherry (UT),North,45,93,26,99,26,41
1156,Hunar,Sawhney,2006-09-09,+916729466711,Orissa,North East,45,98,57,68,72,51
1157,Kavya,Agarwal,2007-04-09,1751863637,Ladakh,South,46,53,80,83,26,82
1158,Aradhya,Subramaniam,2006-09-17,0017012770,Punjab,East,98,26,93,48,30,45
1159,Divij,Sagar,2006-09-23,01520643611,Andhra Pradesh,East,71,19,26,85,38,76
1160,Pihu,Kapadia,2006-05-10,+915162713611,Dadra and Nagar Haveli (UT),South,57,48,27,58,27,92
1161,Parinaaz,Bora,2006-06-02,9092753269,Rajasthan,East,21,22,27,25,85,59
1162,Stuvan,Kala,2006-09-06,+913413899940,Madhya Pradesh,East,76,87,75,34,60,47
1163,Neelofar,Bala,2007-03-07,+917613791805,Maharashtra,East,59,82,63,56,79,97
1164,Jayant,Singh,2006-11-05,+910910430068,Lakshadweep (UT),South East,74,63,64,99,61,20
1165,Navya,Loyal,2006-12-01,2414183285,Orissa,North East,91,93,97,92,18,49
1166,Rasha,Kamdar,2007-02-14,+910316179904,Haryana,North,11,27,99,11,30,73
1167,Shray,Lal,2006-11-23,4252410564,Uttar Pradesh,North,43,83,90,19,73,68
1168,Diya,Gole,2006-05-28,09252419138,Andhra Pradesh,North,11,41,15,70,56,59
1169,Indrajit,Chakraborty,2007-05-03,+918635365419,Mizoram,North,74,96,16,32,38,76
1170,Azad,Iyer,2006-06-02,04451870534,Madhya Pradesh,South East,89,41,69,57,85,73
1171,Trisha,Soni,2006-07-21,8320603850,Manipur,North,94,58,49,23,36,77
1172,Miraan,Kadakia,2006-11-14,+912410386571,Dadra and Nagar Haveli (UT),North East,27,91,60,19,85,82
1173,Biju,Kalla,2007-01-19,+913445655743,Chandigarh (UT),East,27,84,23,29,23,31
1174,Alisha,Kaul,2006-09-05,01853747411,Gujarat,South East,48,99,87,15,37,51
1175,Hunar,Bath,2007-02-07,+915680442067,West Bengal,South East,80,41,22,69,23,27
1176,Gatik,Ahuja,2006-05-30,+912365199410,Chandigarh (UT),East,92,66,26,21,52,25
1177,Arnav,Kashyap,2006-05-26,+919667066253,Haryana,South,45,67,29,14,88,89
1178,Mannat,Das,2007-01-13,07687014626,Himachal Pradesh,South East,77,41,90,79,12,58
1179,Vardaniya,Saxena,2006-09-23,08759856420,Maharashtra,North East,38,13,45,17,70,77
1180,Taimur,Sinha,2006-12-19,+912133480396,Meghalaya,East,32,40,85,50,99,55
1181,Kiara,Atwal,2007-02-04,5992937842,Telangana,North,21,17,39,87,38,12
1182,Eshani,Khare,2006-05-07,09325250029,Goa,North,77,56,19,57,94,60
1183,Khushi,Bedi,2006-09-14,05226752895,Jharkhand,South East,85,32,58,49,98,47
1184,Gokul,Chakrabarti,2007-02-14,+919690295939,Dadra and Nagar Haveli (UT),West,28,52,19,40,54,50
1185,Ivan,Ravi,2007-04-15,+915704331541,Andhra Pradesh,North,59,66,63,31,62,73
1186,Uthkarsh,Gill,2006-12-05,01793271040,Maharashtra,South,23,19,53,31,58,30
1187,Sana,Barad,2006-12-05,+915997062962,Bihar,North,52,36,34,62,99,80
1188,Saira,Sethi,2006-12-02,04431069872,Bihar,South,10,64,21,47,94,90
1189,Kismat,Khatri,2006-07-23,+910324171467,Telangana,South East,43,21,92,79,59,33
1190,Tushar,Wali,2006-10-02,02704774349,Bihar,East,99,95,22,20,95,54
1191,Zara,Madan,2006-10-14,3806868793,Tamil Nadu,South,20,60,14,74,83,76
1192,Yasmin,Mangal,2007-01-25,2172233206,Chhattisgarh,South East,65,35,90,28,86,43
1193,Samar,Seth,2007-04-27,+911686854870,Uttar Pradesh,West,24,63,29,28,82,85
1194,Keya,Sibal,2007-05-06,+911914856467,Tamil Nadu,North,32,45,61,28,89,87
1195,Pihu,Saran,2006-10-10,+916530745054,Madhya Pradesh,South,72,99,97,22,39,27
1196,Rohan,Sharaf,2006-10-26,04691373678,Mizoram,North,75,30,18,49,74,61
1197,Himmat,Sridhar,2007-04-02,9023303070,Mizoram,South East,35,45,57,69,74,60
1198,Myra,Bhatia,2007-01-26,+913579727985,Meghalaya,East,43,98,21,46,13,59
1199,Badal,Bumb,2007-04-03,3333468007,Delhi,South East,32,86,11,38,42,87
1200,Zara,Dua,2007-02-07,4665743748,Orissa,North East,23,10,75,94,57,81
1201,Neelofar,Rajan,2006-12-29,04171545444,Himachal Pradesh,East,76,40,17,86,61,94
1202,Samar,Sangha,2006-06-30,0744666099,Himachal Pradesh,South,38,97,78,91,70,95
1203,Taimur,Kulkarni,2006-08-31,+918241724825,Chhattisgarh,East,55,38,49,63,52,57
1204,Pranay,Master,2006-08-29,01709991738,Daman and Diu (UT),South East,58,77,48,62,16,29
1205,Hiran,Chaudhry,2006-09-17,09725217525,Bihar,North,67,45,36,31,83,30
1206,Ayesha,Srivastava,2007-02-27,+912966667600,Uttarakhand,East,57,11,51,77,34,12
1207,Parinaaz,Agate,2007-01-05,3354216894,Gujarat,North,15,48,47,68,76,86
1208,Eshani,Ganguly,2006-10-22,2575326033,Delhi,East,12,85,74,31,25,56
1209,Riya,Sachdev,2007-03-10,+916489090100,Daman and Diu (UT),West,66,58,25,80,42,70
1210,Rati,Bose,2006-07-25,0461849926,Dadra and Nagar Haveli (UT),North East,89,25,46,24,23,73
1211,Kiaan,Ramanathan,2006-07-23,08356420873,Tamil Nadu,South,40,10,11,95,21,24
1212,Kaira,Sami,2006-11-14,+911811437447,Bihar,North,32,15,47,56,96,50
1213,Aaryahi,Shankar,2006-06-21,+910022557941,Mizoram,South,33,24,61,61,68,44
1214,Veer,Sant,2007-04-02,06212021697,Rajasthan,East,88,58,55,88,13,97
1215,Samiha,Walla,2006-06-26,07167014508,Jharkhand,South East,53,76,76,98,99,89
1216,Divit,Kalita,2007-01-18,3756289002,Tripura,West,73,31,19,72,51,40
1217,Shalv,Dewan,2006-05-26,3866317797,Chhattisgarh,West,67,50,25,73,93,12
1218,Ehsaan,Jaggi,2006-10-14,+918801994883,Sikkim,South,56,16,38,68,52,81
1219,Tiya,Rao,2006-12-25,05711305548,Uttar Pradesh,South,99,23,15,31,73,27
1220,Saanvi,Sharaf,2007-02-11,01493316373,Manipur,North,63,15,91,96,85,25
1221,Trisha,Walla,2006-10-28,09827080869,Tamil Nadu,North East,32,98,84,32,26,23
1222,Vidur,Saha,2006-12-26,5866934654,Rajasthan,East,27,62,87,99,75,48
1223,Rati,Mahal,2007-04-06,08333945228,Uttarakhand,South East,91,51,24,55,81,71
1224,Keya,Mangal,2007-01-21,6846081062,Bihar,South East,17,35,44,30,46,97
1225,Ojas,Bora,2007-03-28,+914380571983,West Bengal,West,40,75,99,46,98,95
1226,Badal,Halder,2006-10-04,05800439735,Uttarakhand,South East,87,35,34,47,67,32
1227,Pihu,Barad,2006-07-18,+918160648422,Kerala,North,52,69,29,15,29,51
1228,Kimaya,Bal,2007-03-03,9479851583,Haryana,North East,18,74,30,63,79,78
1229,Yuvaan,Batra,2006-09-19,+913555439878,Andhra Pradesh,North,95,54,67,40,92,88
1230,Misha,Dara,2006-05-22,5616484085,Tripura,North East,67,72,15,47,93,34
1231,Samarth,Kurian,2006-06-07,+912880133613,Uttarakhand,South East,65,92,19,97,29,13
1232,Amira,Sekhon,2006-09-12,+911102481934,Puducherry (UT),West,67,90,61,65,50,12
1233,Vidur,Samra,2006-06-21,0919015814,Madhya Pradesh,North East,21,46,66,58,60,94
1234,Aniruddh,Khalsa,2006-07-06,3268424508,West Bengal,East,25,15,10,83,86,60
1235,Heer,Mahal,2006-06-09,03536822239,Kerala,East,24,33,95,82,16,80
1236,Anahi,Roy,2006-12-06,+914141397552,Karnataka,North,46,89,18,34,50,72
1237,Alisha,Gala,2007-01-01,4929955620,Maharashtra,East,38,92,65,45,56,27
1238,Parinaaz,Sha,2006-09-12,07754781291,Ladakh,East,78,35,43,90,19,19
1239,Advik,Vala,2006-11-19,0996930848,Uttarakhand,West,93,29,56,60,38,85
1240,Sana,Varty,2006-08-28,+917881658039,Gujarat,North East,27,67,30,32,82,82
1241,Nirvi,Viswanathan,2006-07-02,7503731453,Assam,South East,36,76,56,59,70,68
1242,Azad,Bahri,2007-01-13,01844989266,Mizoram,North East,93,19,76,42,58,38
1243,Ela,Jain,2006-09-21,07790827231,Tripura,South East,45,37,29,33,30,56
1244,Lavanya,Sekhon,2007-03-20,+913651777392,Puducherry (UT),North,41,15,26,83,85,30
1245,Himmat,Rau,2006-11-22,+919202428699,Arunachal Pradesh,South East,94,46,20,37,67,87
1246,Anaya,Vig,2006-11-10,+913692929842,Manipur,West,86,85,18,39,58,59
1247,Hansh,Bhagat,2006-05-13,+918862912799,Assam,North East,74,25,21,71,94,26
1248,Lavanya,Madan,2007-03-24,+916865086376,Meghalaya,North East,99,83,22,64,27,42
1249,Anvi,Sinha,2006-08-05,+914986430098,Daman and Diu (UT),North East,10,58,93,36,98,50
1250,Yuvraj ,Golla,2006-06-17,+916944869594,Orissa,East,62,80,81,71,32,57
1251,Jhanvi,Mall,2006-11-10,04956213721,Jammu and Kashmir,North East,61,53,80,88,99,97
1252,Renee,Bal,2006-07-08,00127961143,Mizoram,North,87,14,59,61,88,93
1253,Elakshi,Dhar,2007-02-07,0277038430,Tripura,North East,99,39,88,31,96,14
1254,Taran,Dar,2007-01-16,+912146566938,Andhra Pradesh,South East,18,21,80,46,81,84
1255,Stuvan,Ghose,2007-03-19,03937690426,Tripura,North,81,19,74,47,53,24
1256,Zaina,Kunda,2006-08-15,9476973577,Arunachal Pradesh,West,24,43,18,58,91,38
1257,Parinaaz,Sarna,2006-08-04,06588043416,Manipur,North,80,32,70,50,55,37
1258,Kaira,Desai,2006-07-16,3733343333,Meghalaya,East,23,25,20,96,94,73
1259,Mannat,Aggarwal,2007-02-27,0759579472,Tripura,South,60,38,83,26,16,77
1260,Yasmin,Kakar,2006-11-08,0856271875,Andhra Pradesh,North,96,36,58,84,22,51
1261,Taran,Ramesh,2007-04-06,02843479552,Telangana,West,36,63,99,57,56,61
1262,Ranbir,Kar,2006-07-15,2931438663,Goa,South East,29,70,11,32,63,73
1263,Himmat,Warrior,2007-04-01,8857448906,Dadra and Nagar Haveli (UT),South East,30,17,37,42,70,90
1264,Divit,Kar,2007-02-20,04558845061,Meghalaya,South East,87,35,83,83,93,93
1265,Heer,Chahal,2007-03-06,05587716947,Goa,East,91,53,63,90,88,83
1266,Yuvaan,Vala,2007-04-24,+911253554496,Ladakh,West,56,85,76,67,62,31
1267,Kabir,Varma,2006-05-15,+913413261117,West Bengal,North,13,60,77,20,23,43
1268,Miraya,Brahmbhatt,2006-06-08,6433472282,Arunachal Pradesh,North,94,55,51,70,69,79
1269,Purab,Mahal,2006-10-26,+918299796884,Meghalaya,West,79,39,21,66,49,56
1270,Zain,De,2006-07-06,00082547807,Tamil Nadu,South,11,65,47,86,39,10
1271,Ira,Grover,2006-07-19,08663266341,Punjab,South East,40,76,88,98,97,44
1272,Raunak,Sachar,2007-02-19,4631224179,Rajasthan,South,99,89,72,34,51,12
1273,Indrajit,Bakshi,2006-11-30,+912144270312,Andhra Pradesh,West,37,53,63,49,73,57
1274,Anahi,Sarin,2007-03-10,+915120461872,Himachal Pradesh,South,58,11,25,41,59,66
1275,Nishith,Shan,2006-05-20,+917183764520,West Bengal,North East,25,42,71,91,48,35
1276,Taran,Wali,2006-05-27,3136502491,Orissa,East,11,15,84,98,70,98
1277,Kimaya,Brahmbhatt,2006-09-28,+913271950052,Uttarakhand,North,26,72,39,50,81,92
1278,Tanya,Ghose,2007-03-15,03065240778,Lakshadweep (UT),North East,99,72,34,82,33,79
1279,Stuvan,Edwin,2007-02-15,04982182744,Uttarakhand,South,68,10,91,74,58,33
1280,Advik,Rao,2007-04-04,09351863878,Goa,North East,46,51,62,92,51,24
1281,Divit,Lal,2007-01-17,+910220317310,Nagaland,South East,72,77,89,99,85,42
1282,Badal,Goswami,2006-07-31,1037170586,Mizoram,South East,17,88,44,77,15,19
1283,Romil,Barad,2006-07-29,1138633839,Haryana,North East,81,63,23,91,83,55
1284,Pari,Karnik,2007-02-03,6122868528,Rajasthan,South,50,80,51,57,62,91
1285,Adah,Tella,2007-02-12,09398368457,Rajasthan,West,10,14,46,86,12,76
1286,Himmat,Walia,2006-09-01,+914335048889,Goa,North,14,68,55,29,27,43
1287,Tejas,Walia,2006-12-19,+913441969315,Tamil Nadu,East,72,98,99,83,22,86
1288,Nayantara,Doctor,2006-05-21,9610556613,Andhra Pradesh,South East,90,58,16,49,77,15
1289,Samar,Madan,2006-12-12,+915832067998,Chhattisgarh,East,65,47,60,28,26,53
1290,Dharmajan,Khanna,2006-12-14,0864168622,Tamil Nadu,North East,35,72,60,93,83,35
1291,Jhanvi,Randhawa,2007-02-16,3314659116,Punjab,South,54,34,51,54,86,93
1292,Anay,Solanki,2006-09-02,+915979270335,Goa,South East,20,24,16,41,89,28
1293,Reyansh,Amble,2006-09-17,1477053833,Uttarakhand,North East,43,80,71,89,28,98
1294,Rasha,Sami,2006-05-14,09804204394,Bihar,West,93,11,18,59,94,44
